,tweet_id,retweet_count,favourite_count
836,762316489655476224,1030,4508
837,762035686371364864,14323,29851
838,761976711479193600,1831,5052
839,761750502866649088,3591,0
840,761745352076779520,794,4027
841,761672994376806400,26781,46335
842,761599872357261312,1102,3890
843,761371037149827077,16678,0
844,761334018830917632,1342,4840
845,761292947749015552,1002,4200
846,761227390836215808,1449,5011
847,761004547850530816,3218,10660
848,760893934457552897,890,3579
849,760656994973933572,1753,6188
850,760641137271070720,1191,4685
851,760539183865880579,3351,7086
852,760521673607086080,1288,3929
853,760290219849637889,10582,25116
854,760252756032651264,798,3714
855,760190180481531904,1655,5362
856,760153949710192640,28,0
857,759943073749200896,1934,5541
858,759846353224826880,1801,6301
859,759793422261743616,1765,5590
860,759557299618865152,1106,4407
861,759447681597108224,2277,7953
862,759446261539934208,454,1566
863,759197388317847553,1804,5707
864,759159934323924993,1068,0
865,759099523532779520,3830,13648
866,759047813560868866,1852,6083
867,758854675097526272,843,3331
868,758828659922702336,3561,10497
869,758740312047005698,1500,5387
870,758474966123810816,918,3566
871,758467244762497024,2031,4481
872,758405701903519748,1768,4884
873,758355060040593408,967,3162
874,758099635764359168,9168,17756
875,758041019896193024,339,2538
876,757741869644341248,3031,6434
877,757729163776290825,7219,0
878,757725642876129280,1114,4260
879,757611664640446465,1011,4298
880,757597904299253760,278,0
881,757596066325864448,959,4079
882,757400162377592832,6331,14159
883,757393109802180609,1580,5458
884,757354760399941633,1302,4217
885,756998049151549440,1836,5884
886,756939218950160384,1843,6233
887,756651752796094464,1193,4711
888,756526248105566208,3307,9723
889,756303284449767430,1007,3709
890,756288534030475264,16339,41261
891,756275833623502848,1408,5985
892,755955933503782912,2637,6836
893,755206590534418437,4918,15329
894,755110668769038337,10201,19775
895,754874841593970688,7254,0
896,754856583969079297,2313,6457
897,754747087846248448,478,2424
898,754482103782404096,1794,4942
899,754449512966619136,673,3512
900,754120377874386944,2164,7407
901,753655901052166144,1998,5468
902,753420520834629632,3240,7361
903,753398408988139520,1734,5366
904,753375668877008896,2140,7156
905,753298634498793472,5216,0
906,753294487569522689,961,3132
907,753039830821511168,19218,34642
908,753026973505581056,879,3662
909,752932432744185856,6303,11777
910,752917284578922496,1444,6516
911,752701944171524096,2623,0
912,752682090207055872,1463,5617
913,752660715232722944,1425,4086
914,752568224206688256,2091,5123
915,752519690950500352,3157,6873
916,752334515931054080,1010,3599
917,752309394570878976,14916,0
918,752173152931807232,1674,5557
919,751950017322246144,832,2855
920,751937170840121344,1202,4844
921,751830394383790080,1791,5448
922,751793661361422336,2622,5403
923,751598357617971201,2834,7424
924,751583847268179968,1006,4113
925,751538714308972544,1149,4731
926,751456908746354688,925,3017
927,751251247299190784,5398,11751
928,751205363882532864,1668,5916
929,751132876104687617,1188,4734
930,750868782890057730,1252,4473
931,750719632563142656,4596,12283
932,750506206503038976,1056,4145
933,750429297815552001,3927,12319
934,750383411068534784,1042,4274
935,750381685133418496,27,670
936,750147208377409536,877,2918
937,750132105863102464,1184,3380
938,750117059602808832,1214,4060
939,750101899009982464,777,2853
940,750086836815486976,493,2028
941,750071704093859840,3038,7263
942,750056684286914561,822,2961
943,750041628174217216,568,2971
944,750026558547456000,721,2536
945,750011400160841729,821,3018
946,749996283729883136,758,2838
